CLASSIFIER,N_FEATURES,FLOW_TIMEOUT,ACTIVITY_TIMEOUT,AVERAGE_ACCURACY,ERROR_RATE,MICRO_PRECISION,MICRO_RECALL,MICRO_F1_SCORE,MACRO_PRECISION,MACRO_RECALL,MACRO_F1_SCORE
KNN,68,10,2,0.8872982754949967,0.1127017245050032,0.436491377474984,0.436491377474984,0.436491377474984,0.6393784529628942,0.45714034411711796,0.5331156871854338
