CLASSIFIER,N_FEATURES,FLOW_TIMEOUT,ACTIVITY_TIMEOUT,AVERAGE_ACCURACY,ERROR_RATE,MICRO_PRECISION,MICRO_RECALL,MICRO_F1_SCORE,MACRO_PRECISION,MACRO_RECALL,MACRO_F1_SCORE
XGB,68,10,2,0.9100361933148816,0.08996380668511816,0.5501809665744092,0.5501809665744092,0.5501809665744092,0.84472464320854,0.5678157253714383,0.6791281108727177
