CLASSIFIER,N_FEATURES,FLOW_TIMEOUT,ACTIVITY_TIMEOUT,AVERAGE_ACCURACY,ERROR_RATE,MICRO_PRECISION,MICRO_RECALL,MICRO_F1_SCORE,MACRO_PRECISION,MACRO_RECALL,MACRO_F1_SCORE
SVC,68,10,2,0.8980966574409196,0.10190334255908026,0.49048328720459866,0.49048328720459866,0.49048328720459866,0.8278706435697158,0.5216249219117624,0.6399990794353158
