CLASSIFIER,N_FEATURES,FLOW_TIMEOUT,ACTIVITY_TIMEOUT,AVERAGE_ACCURACY,ERROR_RATE,MICRO_PRECISION,MICRO_RECALL,MICRO_F1_SCORE,MACRO_PRECISION,MACRO_RECALL,MACRO_F1_SCORE
RandomForest,68,10,2,0.9104790291675536,0.08952097083244626,0.5523951458377688,0.5523951458377688,0.5523951458377688,0.8535812150500576,0.5732546094991605,0.6858804043050026
