CLASSIFIER,N_FEATURES,FLOW_TIMEOUT,ACTIVITY_TIMEOUT,AVERAGE_ACCURACY,ERROR_RATE,MICRO_PRECISION,MICRO_RECALL,MICRO_F1_SCORE,MACRO_PRECISION,MACRO_RECALL,MACRO_F1_SCORE
SVC,68,10,2,0.8987597098836959,0.10124029011630402,0.4937985494184799,0.4937985494184799,0.4937985494184799,0.8268523702122629,0.524338395379943,0.6417309177260134
