CLASSIFIER,N_FEATURES,FLOW_TIMEOUT,ACTIVITY_TIMEOUT,AVERAGE_ACCURACY,ERROR_RATE,MICRO_PRECISION,MICRO_RECALL,MICRO_F1_SCORE,MACRO_PRECISION,MACRO_RECALL,MACRO_F1_SCORE
KNN,68,10,2,0.8877644736277415,0.11223552637225871,0.4388223681387065,0.4388223681387065,0.4388223681387065,0.6395996720688906,0.4594460299066638,0.5347576166003551
