CLASSIFIER,N_FEATURES,FLOW_TIMEOUT,ACTIVITY_TIMEOUT,AVERAGE_ACCURACY,ERROR_RATE,MICRO_PRECISION,MICRO_RECALL,MICRO_F1_SCORE,MACRO_PRECISION,MACRO_RECALL,MACRO_F1_SCORE
XGB,68,10,2,0.9114458606926741,0.08855413930732588,0.5572293034633706,0.5572293034633706,0.5572293034633706,0.8174014065857023,0.5762117062734675,0.6759354584900149
