LABEL,CATEGORY,FLOWIAT_MEAN,FLOWIAT_MIN,FLOWIAT_MAX,FLOWIAT_STD,FIAT_MEAN,FIAT_MIN,FIAT_MAX,FIAT_STD,BIAT_MEAN,BIAT_MIN,BIAT_MAX,BIAT_STD,ACTIVE_MEAN,ACTIVE_MIN,ACTIVE_MAX,ACTIVE_STD,IDLE_MEAN,IDLE_MIN,IDLE_MAX,IDLE_STD,DURATION,FB_PSEC,FP_SEC,FIRST_PACKET_DIR_0,FIRST_PACKET_DIR_1,FIRST_PACKET_DIR_2,FIRST_PACKET_DIR_3,FIRST_PACKET_DIR_4,FIRST_PACKET_DIR_5,FIRST_PACKET_DIR_6,FIRST_PACKET_DIR_7,FIRST_PACKET_DIR_8,FIRST_PACKET_DIR_9,INCOMING_BURSTS_MEAN,INCOMING_BURSTS_COUNT,INCOMING_BURSTS_LONGEST,OUTGOING_BURSTS_MEAN,OUTGOING_BURSTS_COUNT,OUTGOING_BURSTS_LONGEST,FIRST_INCOMING_BURST_0,FIRST_INCOMING_BURST_1,FIRST_INCOMING_BURST_2,FIRST_INCOMING_BURST_3,FIRST_INCOMING_BURST_4,FIRST_INCOMING_BURST_5,FIRST_INCOMING_BURST_6,FIRST_INCOMING_BURST_7,FIRST_INCOMING_BURST_8,FIRST_INCOMING_BURST_9,FIRST_OUTGOING_BURST_0,FIRST_OUTGOING_BURST_1,FIRST_OUTGOING_BURST_2,FIRST_OUTGOING_BURST_3,FIRST_OUTGOING_BURST_4,FIRST_OUTGOING_BURST_5,FIRST_OUTGOING_BURST_6,FIRST_OUTGOING_BURST_7,FIRST_OUTGOING_BURST_8,FIRST_OUTGOING_BURST_9,SIZE_583,SIZE_595,SIZE_1500,SIZE_1097,SIZE_1138,SIZE_1109,SIZE_151,SIZE_1126,SIZE_233,TOT_IN_PACKETS,TOT_OUT_PACKETS,TOT_PACKETS,TOT_BYTES,IP_SRC,IP_DST
dailymotion,streaming,0.030040609475338098,9.608268737792969e-05,0.31790900230407715,0.04493993368138864,0.03026969124466087,0.00011706352233886719,0.328902006149292,0.045182598556484675,0.46069523004385143,9.608268737792969e-05,1.5901050567626953,0.521992097365726,9.913401126861572,9.913401126861572,9.913401126861572,0.0,0,0,0,0,9.913401126861572,28400.84814454936,33.28827269037108,-1,1,1,1,1,1,1,1,1,1,3.0,2,4,35.22222222222222,9,192,2,4,0,0,0,0,0,0,0,0,13,33,29,4,3,15,20,8,192,0,49,41,26,42,0,31,24,37,41,13,317,330,281549,192.168.37.39,94.23.150.81
dailymotion,streaming,0.00594051901575209,0.00021004676818847656,0.19242596626281738,0.017968024442461525,0.005954713804320195,0.00021004676818847656,0.19242596626281738,0.01822141430219439,1.8034789562225342,0.0004818439483642578,4.096215009689331,1.8361567451040095,9.968190908432007,9.968190908432007,9.968190908432007,0.0,0,0,0,0,9.968190908432007,140747.80598485665,168.33545980550937,1,1,1,1,1,1,1,1,1,1,2.0,1,2,418.5,4,671,2,0,0,0,0,0,0,0,0,0,116,492,671,395,0,0,0,0,0,0,154,162,159,163,0,142,244,306,192,4,1674,1678,1403001,192.168.37.39,94.23.150.81
dailymotion,streaming,0.003332775859056591,0.0001800060272216797,0.15297698974609375,0.011924102282956262,0.003333887896380267,0.0001800060272216797,0.15297698974609375,0.011942372752857755,0.0,0.0,0.0,0.0,9.99166202545166,9.99166202545166,9.99166202545166,0.0,0,0,0,0,9.99166202545166,248200.7491529316,300.0501810773047,1,1,1,1,1,1,1,1,1,1,0.0,0,0,1498.5,2,2454,0,0,0,0,0,0,0,0,0,0,2454,543,0,0,0,0,0,0,0,0,382,285,280,261,0,297,451,304,330,1,2997,2998,2479938,192.168.37.39,94.23.150.81
dailymotion,streaming,0.004130726604792424,5.793571472167969e-05,0.16719293594360352,0.0144742551731931,0.004134140428432748,5.793571472167969e-05,0.16719293594360352,0.014483282164340203,0.07581758499145508,0.15163516998291016,0.15163516998291016,0.07581758499145508,10.004619836807251,10.004619836807251,10.004619836807251,0.0,0,0,0,0,10.004619836807251,213784.634987446,242.08815922114306,1,1,1,1,1,1,1,1,1,1,0.0,0,0,806.6666666666666,3,1742,0,0,0,0,0,0,0,0,0,0,639,39,1742,0,0,0,0,0,0,0,193,273,328,320,0,271,290,260,251,2,2420,2422,2138834,192.168.37.39,94.23.150.81
dailymotion,streaming,0.003250685026775227,9.059906005859375e-06,0.23428702354431152,0.012268736848977004,0.003252802047307155,9.059906005859375e-06,0.23428702354431152,0.012356033214756784,3.9075825214385986,7.815165042877197,7.815165042877197,3.9075825214385986,9.989355087280273,9.989355087280273,9.989355087280273,0.0,0,0,0,0,9.989355087280273,255996.50604634182,307.62746675337803,1,1,1,1,1,1,1,1,1,1,0.0,0,0,1023.6666666666666,3,2416,0,0,0,0,0,0,0,0,0,0,331,2416,324,0,0,0,0,0,0,0,394,331,247,520,0,345,340,191,378,2,3071,3073,2557240,192.168.37.39,94.23.150.81
dailymotion,streaming,0.0036094743793457207,6.389617919921875e-05,0.1625230312347412,0.01298383713471814,0.0036107797950344534,6.389617919921875e-05,0.1625230312347412,0.012987646909580416,0.0,0.0,0.0,0.0,9.983806133270264,9.983806133270264,9.983806133270264,0.0,0,0,0,0,9.983806133270264,236112.25704238017,277.04864888977744,1,1,1,1,1,1,1,1,1,1,0.0,0,0,1382.5,2,2141,0,0,0,0,0,0,0,0,0,0,2141,624,0,0,0,0,0,0,0,0,400,264,283,290,0,320,282,398,307,1,2765,2766,2357299,192.168.37.39,94.23.150.81
dailymotion,streaming,0.0032575376214781355,7.295608520507812e-05,0.13850188255310059,0.011864427354457549,0.0032618070023712918,7.295608520507812e-05,0.13850188255310059,0.011924179736813999,0.7425917387008667,0.0014660358428955078,2.9649269580841064,1.2830666240352553,9.955034971237183,9.955034971237183,9.955034971237183,0.0,0,0,0,0,9.955034971237183,271187.99761127215,306.980337972656,1,1,1,1,1,1,1,1,1,1,3.0,1,3,1017.3333333333334,3,1154,3,0,0,0,0,0,0,0,0,0,1154,1024,874,0,0,0,0,0,0,0,204,249,418,323,0,277,514,442,261,4,3052,3056,2699686,192.168.37.39,94.23.150.81
dailymotion,streaming,0.00362654047078052,4.982948303222656e-05,0.16633009910583496,0.012902002896776227,0.00362654047078052,4.982948303222656e-05,0.16633009910583496,0.012902002896776227,0.0,0.0,0.0,0.0,9.998372077941895,9.998372077941895,9.998372077941895,0.0,0,0,0,0,9.998372077941895,-1.0,275.7448891187406,1,1,1,1,1,1,1,1,1,1,0.0,0,0,2757.0,1,2757,0,0,0,0,0,0,0,0,0,0,2757,0,0,0,0,0,0,0,0,0,361,271,316,329,0,236,285,284,382,0,2757,2757,2325682,192.168.37.39,94.23.150.81
dailymotion,streaming,0.0033219907322608183,1.4066696166992188e-05,0.16363191604614258,0.012675592313632146,0.0033230951174776603,1.4066696166992188e-05,0.16363191604614258,0.012701914914852773,0.0,0.0,0.0,0.0,9.995870113372803,9.995870113372803,9.995870113372803,0.0,0,0,0,0,9.995870113372803,247842.25604188818,301.02431963121063,1,1,1,1,1,1,1,1,1,1,0.0,0,0,1504.0,2,2446,0,0,0,0,0,0,0,0,0,0,2446,562,0,0,0,0,0,0,0,0,363,438,225,379,0,342,355,308,310,1,3008,3009,2477399,192.168.37.39,94.23.150.81
dailymotion,streaming,0.0035073847488034026,5.1975250244140625e-05,0.16852402687072754,0.012706970832261003,0.0035098469353592493,5.1975250244140625e-05,0.16852402687072754,0.012775346814438386,0.070578932762146,0.141157865524292,0.141157865524292,0.070578932762146,9.999553918838501,9.999553918838501,9.999553918838501,0.0,0,0,0,0,9.999553918838501,251948.23893630624,285.1127183412556,1,1,1,1,1,1,1,1,1,1,0.0,0,0,949.6666666666666,3,2394,0,0,0,0,0,0,0,0,0,0,420,35,2394,0,0,0,0,0,0,0,335,332,255,337,0,348,257,405,271,2,2849,2851,2519370,192.168.37.39,94.23.150.81
