CLASSIFIER,N_FEATURES,FLOW_TIMEOUT,ACTIVITY_TIMEOUT,AVERAGE_ACCURACY,ERROR_RATE,MICRO_PRECISION,MICRO_RECALL,MICRO_F1_SCORE,MACRO_PRECISION,MACRO_RECALL,MACRO_F1_SCORE
KNN,68,10,2,0.8879885852646143,0.11201141473538567,0.4399429263230716,0.4399429263230716,0.4399429263230716,0.6353950950963083,0.45927361653754845,0.5331662450085788
