CLASSIFIER,N_FEATURES,FLOW_TIMEOUT,ACTIVITY_TIMEOUT,AVERAGE_ACCURACY,ERROR_RATE,MICRO_PRECISION,MICRO_RECALL,MICRO_F1_SCORE,MACRO_PRECISION,MACRO_RECALL,MACRO_F1_SCORE
RandomForest,68,10,2,0.9106105153925977,0.08938948460740229,0.5530525769629886,0.5530525769629886,0.5530525769629886,0.7657101831099931,0.5744090232507325,0.6564055440527125
