CLASSIFIER,N_FEATURES,FLOW_TIMEOUT,ACTIVITY_TIMEOUT,AVERAGE_ACCURACY,ERROR_RATE,MICRO_PRECISION,MICRO_RECALL,MICRO_F1_SCORE,MACRO_PRECISION,MACRO_RECALL,MACRO_F1_SCORE
SVC,68,10,2,0.8994465582843306,0.10055344171566931,0.4972327914216534,0.4972327914216534,0.4972327914216534,0.8224236535824719,0.5259179170397777,0.6415693830706847
