CLASSIFIER,N_FEATURES,FLOW_TIMEOUT,ACTIVITY_TIMEOUT,AVERAGE_ACCURACY,ERROR_RATE,MICRO_PRECISION,MICRO_RECALL,MICRO_F1_SCORE,MACRO_PRECISION,MACRO_RECALL,MACRO_F1_SCORE
XGB,68,10,2,0.9128848149429263,0.08711518505707368,0.5644240747146316,0.5644240747146316,0.5644240747146316,0.7734420578843677,0.5837767825515185,0.6653569823666043
